content,Pays,Provenance
Cette application me rappelle toute mon enfance où je redécouvre le plaisir d’ouvrir mes premières cartes Pokémon. Un plaisir !!,fr,Apple Store
"Le jeu est vraiment bien fait, très addictif et coloré. S’il y a une seule chose à redire, ce serait le temps d’attente. J’ai beau y aller une fois par jour j’ai l’impression de ne rien pouvoir faire.. c’était facile au tout début de gagner pleins d’objets pour ouvrir de nouveau un booster, aujourd’hui c’est plus long et difficile, il faut donc attendre 12 heures pour un nouveau booster.. pour les impatients comme moi, un peu compliqué",fr,Apple Store
C’est trop bien je suis trop contente car en plus j’ai pioché avant 10 booster j’ai eu 0 cartes bien et mtn je re pioche 10 boosters et j’ai mewtwo merci vous êtes les best,fr,Apple Store
"Premièrement le jeu à l'heure actuelle est totalement F2P, j'ai presque terminé la première collection sans mettre un centime (sans compter les cartes alternative) 

C'est avant tout un jeu de collection de cartes, on obtient gratuitement 2 booster par jour, et on peut accélérer l'obtention avec des sablier sue l'on gagne de diverses manière notamment avec les quêtes quotidiennes (12 sablier = 1 booster) 

Mais l'aspect duel de cartes est très bien pensé et le jeu est assez compétitif bien que ce soit un version raccourci du vrai jeu tcg Pokémon. On est sur quelque chose de plus dynamique avec des stratégies différentes 

Normalement un système d'échange devrais arriver sous peu.",fr,Apple Store
"J’aurais mis 5 étoiles les 48 premières heures! J’ai tout adoré, ouvrir des booster, apprendre les combats, en mode solo et obtenir des récompenses qui me donnaient des points d’expérience, des sabliers, des nouveaux booster des cadeaux, bref, C’ÉTAIT TOP !!! Au bout de 48h le challenge solo terminé… les combats VS apportent 15 d’exp et on ne gagne plus de sabliers. Je voulais garder l’abonnement mais franchement ayant déjà fait le tour je ne vois pas ce que ça pourrait m’apporter à part ouvrir un booster SUPP par jour pour faire des combats qui ne rapportent pas grand chose….",fr,Apple Store
"Le jeu est très bien en soit, bien que des fois un peu lassant quand on a terminé tous les objectifs. Mon seul bémol serait sur l’interface : un mode sombre serait plus qu’appréciable et idem je trouve certain éléments de texte beaucoup trop petit à l’écran",fr,Apple Store
Jeux bien mais manque de nouveauté ( mise à jour pour de nouveaux utilisateurs paquets nouvelles cartes) j’ai remplie toutes les missions aussi les 45 combats à gagner et je stagne au niveau 20 😅,fr,Apple Store
"Je suis complètement biaisé par le facteur chance qui prend 100 % de la place du gameplay au-delà de la stratégie. Le jeu est d’un vide intersidéral, tu auras beau construire les meilleurs deck du monde. Si le jeu ne veut pas que tu gagnes, tu ne gagneras pas. C’est tout c’est comme ça. Le jeu reste cependant légèrement viable uniquement par sa partie, collection qui est la seule qui fonctionne correctement. Mais n’y jouez en aucun cas juste pour les combats.",fr,Apple Store
"Le jeu se lance rapidement, l’interface est très simple ce qui fait que l’on prend le jeu en mains en très peu de temps. Le combat et la collection de cartes sont très sympas. Il s’agit d’un plongeon nostalgique puissant !",fr,Apple Store
"Excellent jeux qui nous rappelle tous de très bon souvenir. J’attends avec impatience le mode échange pour pouvoir compléter plus rapidement les collections. 
Note à améliorer prochainement :
- Plus de Pokémon à ajouter au pokedex 
- Plus de mission afin d’obtenir plus de sablier de tirage pour les plus assidus 
- Des limites de carte:
Un exemplaire pour les cartes les plus fortes, afin d’éviter les joueurs qui gagne en un tour et de détruire le plaisir de jouer. Deux exemplaires pour le reste des cartes voir 3 pour les cartes peu influente dans les jeux. 
Merci pour cette expérience.",fr,Apple Store
Ce jeu est incroyable au niveau de la collection de carte et tous et lutte contre le pay to win en mettant des limite d’achat je n’est jamais vu un jeux avec une limite d’achat c’est incroyable merci beaucoup de nous avoir sortis cette pépite,fr,Apple Store
"Ça me fait retomber en enfance, le jeu est juste parfait, on peut ouvrir des booster souvent mais pas trop, jouer entre amis, collectionner, apprendre à faire des combats etc. J’attends la prochaine maj pour pouvoir faire des échanges, et pourquoi pas avoir d’autres collections de booster 💘",fr,Apple Store
"Tout est basé sur la chance , si tu a de bonne carte dans tes boosters tu gagne trois fois plus facilement que les autre dans les duel . 
D’ailleurs les duel , si tu a les carte qui te faut dés le début du match tu a déjà gagné ton adversaire n’a plus qu’à mourir ou déclarer forfait. 
 Changer la chance dans se jeu svp",fr,Apple Store
"Jeu excellent, les cartes sont magnifiques, les combats sont simplifiés, hâte d’avoir des nouveaux boosters, des nouveautés ect 👍🏼",fr,Apple Store
"Un plaisir d’ouvrir les boosters, au début il y’a l’effet de surprise et puis après on tombe un peu trop souvent sur les mêmes. Hâte qu’on puisse faire des échanges. 
L’attente est quand même très longue mais c’est le jeu pour débloquer des boosters etc. 

Par contre gros point négatif : lors des pioches miracles ont peut voir les pseudos d’autres joueurs et certains sont racistes ou antisemites. 
On est là pour le plaisir des cartes Pokémon pas laisser les gens exprimer leurs haine.",fr,Apple Store
Tres bon jeu et je recommande. Mais le jeu ne récompense pas le temps qu'on y passe comme quand on fait 10 matchs d'affilée ont auraient pu obtenir 1 pack minimum. C'est dommage car on se lasse vite sans récompense. Au début c'est bien pour comprendre le jeu il y a quelques pack gratuit mais après plus rien on tourne en rond sans but que des médailles cosmétiques uniquement.,fr,Apple Store
Jeu pay to win. Payez pour avoir les cartes que vous voulez et gagner les combats. A cela rajouté une grosse dose de chance pour avoir vos cartes dans l’ordre qui convient. Ensuite enlever tout forme de stratégie qui ne fais Ps le poids face à la chance de piocher la bonne carte au bon moment et note si vous l’avez par rapport à ceux qui ont payé et on le triple de vos cartes et donc ont toutes les cartes qu’ils veulent.,fr,Apple Store
"Top jeux Pokémon a l’ancienne! Collection de carte - open de booster - fabrication de deck 
Tout y est! 
SVP une suggestion : serait il possible de mettre un pourcentage de victoire pour chaque deck construit, histoire de pourvoir voir quels sont les meilleurs deck qui fonctionnent au combat !",fr,Apple Store
"Je suis niveau 5 et quand je joue en match aléatoire, je tombe contre des niveau bien supérieur à moi comme par exemple niveau 20, je ne peut pas faire le poids je perds donc à chaque fois, je pense que vous pourriez faire en sorte que cela soit plus équitable avec par exemple "" que "" 5 niveau de différence au maximum",fr,Apple Store
"Le jeu est excellent mais lors d’un combat en ligne, c’est écrit dès le début dans un script les cartes que vous allez piocher ou le type de deck sur lequel vous allez tomber. C’est beaucoup trop flagrant.
Il faudrait augmenter la fréquence des mises à jour car le jeu s’essouffle très vite.",fr,Apple Store
"Le jeu est top mais je pense qu’il faudrais faire une ranked pour les combats et un système de points ou il y aurais des récompenses, mais sinon rien a redire le jeu est beau et satisfaisant !",fr,Apple Store
Bonjour super jeu cependant des mise à jour concernant les combats sont primordiales. Peu de personne font des combats car ça rapporte rien du tout.,fr,Apple Store
Jeu parfait ont attend juste des bonnes maj avec peut être un peu plus de récompense pour un lancement svp et peut la possibilité de crée des clans faire des combat doubles d’autres cartes… mais sinon le jeu est beau et facile a prendre en main.,fr,Apple Store
Les cartes sont super belles 🤩,fr,Apple Store
"C’est un bon jeu! Le système de collections est cool, les combats sont simples a prendre en main. Le seul bémol est que l’ont ne possede pas vraiment les cartes. Il faut passer ce jeu en NFT et mettre en place une marketplace pour échanger et revendre nos cartes.",fr,Apple Store
"Je joue depuis maintenant plus d’un mois (la sortie officielle), et je peux vous affirmer que ce jeu rend addictif. Entre les combats, les boosters et les événements récurrents vous ne saurez plus où donner de la tête ! Hâte de voir les futures mises à jours et le système d’échange ! Je conseil 👍",fr,Apple Store
Vous devriez mettre plus de booster des récompense pour les obtenir plus facilement que de devoir payer,fr,Apple Store
"Des packs a ouvrir des cartes a collectionner, les bons souvenirs de l’époque ✌️",fr,Apple Store
"Le jeux est incroyable très addictif les combats sont simple et efficace j’espère un peut plus complet dans le futur mais actuellement il y a un bug chiant sur la fonction match privée merci de corriger cela au plus vite …
Cordialement",fr,Apple Store
"J’ai que des mauvaise carte,a chaque fois dans les combat mes main sont nul et quand je lance une pièce jamais sa tombe sur face, j’en ai marre pourtant je le trouvais bien le jeu mais bon veux ma chance c’est injouable.",fr,Apple Store
"Je joue depuis le début, je fait des combats et me co tout les jours pour me retrouver avec 600 cartes dont que 180 en une fois et le reste que des doublons. Quand je vois des proches jouer et en quelques jours avoir des rares un peu deg 😔 le seum parle là clairement lol",fr,Apple Store
"Comme d´habitude aucun effort de la part de nintendo on va te prendre un jeu vidéo qui à 20 ans basé sur un jeu de carte et on va te le copier colle (et même ça c’est catastrophique) tu spam une compo dracofeau EX en boucle tu roules sur tout le monde et tu reproduis les mêmes choses inlassablement sans parler du fait qu’ils profitent des gens passionnés par les collections pour ajouter des micro transactions à toutes les sauces même les lingots que tu reçois ne sont pas les même que ceux que tu payes et la RNG dépend de si vous payer un abonnement ou non (j’ai fais le test avec l’essai de l’abonnement) 
En gros à fuir même si vous aimez la licence ce jeu n’est qu’une perte de temps rempli de frustration même faire des Pokémon en 3D pour donner un peu de punch au gameplay ils en sont pas capable ils ont juste scanner des cartes Pokémon 😴",fr,Apple Store
"Le jcc Pokémon pocket est un vrai jeux pour les fan de carte a collectionner Pokémon ,des combats des booster et bientôt les échanges bravo pour ce jeux",fr,Apple Store
"Hormis la collection de carte qui est génial , les combats versus en ligne sont considérablement déséquilibrés… les joueurs à gros niveaux viennent vous écraser avec leurs grosses cartes pour gagner des points très facilement. À quand un équilibrage par vrai niveau ????",fr,Apple Store
"J’ai drop toutes les cartes sans paye to win , je recommande.",fr,Apple Store
Le jeux et le système de booster et super mais les combat contre d’autre jouer sont trop lent,fr,Apple Store
"Cela fait quelque jour que j’ai ce jeu, l’interface et l’ambiance y sont très sympa et le fait de revenir à de la collectionite de carte sans débourser un euros est super. Néanmoins je trouve que le jeu est un peu avare en récompense passé un certains point. Mais j’imagine que cela sera sûrement corriger dans des futurs mises à jour étant donné l’arrivée toute fraîche de cette application. Une application qui ravira les anciens comme les nouveaux fans des monstres de poches.",fr,Apple Store
J ai lancé le jeu qui et très bien on peut choisir son premier booster mais sa me dis d allé sans pioche miracle comme je suis niveau 2 sauf que je suis seulement niveau 1,fr,Apple Store
"Le jeux est bien, addictif mais il faudrait pouvoir rajouter des modes de jeux 2vs2 3vs3.
Rajout de clan/guilde afin de créer des événements qui sont créés pour les clans/guildes, création de raid pour pouvoir obtenir une carte rare à la fin.
Un réel but à l’exploitation des combats versus contre d’autres joueurs (bronze/argent/or/diamant/platine/…) avec un système de perte et gain de points avec des récompenses pour les paliers atteints.
récompenses autre que 15 xp pour les victoires car vraiment aucun intérêt.
Création d’un mode avec des deck pré-défini par le jeux pour des combats versus classé afin de réduire que les plus gros chatteux gagne les combats avec des deck intuables.
Les échanges aussi.
Enfin bref beaucoup d’idée, j’espère dans le fond que vous allez pas mettre trop de temps à proposer des solutions car les gens vont se lasser et la hype ne sera plus là…",fr,Apple Store
"J’ai commencé ce jeu en retard et pourtant j’ai jamais autant kiffé ouvrir des booster depuis mon téléphone que quand j’étais jeune à la cour de récrée avec mes potes.

Néanmoins le système de récompense est fait pour que lorsque vous obtenez votre niveau 13-14, le jeu vous donne moins d’objet pour avancer ce qui est frustrant, et qui fera peut être couler le jeux car on a pas tous envie de mettre de l’argent pour des cartes qui n’existe pas réellement.

Sinon le jeux est très bien c’est le seul soucis que j’ai vu à ce jour qui me fait quitter l’application plus rapidement que je voudrais.",fr,Apple Store
"Franchement, une soirée première de ce jeu et il est vraiment incroyable aucune publicité,pleins de cartes rares ,vraiment chapeau aux créateurs.😍",fr,Apple Store
"J’adore le jeu, rien ajouter les graphismes etc. quel Masterclass s’il vous plaît pouvez-vous faire une mise à jour où on peut vendre des cartes pour ouvrir des packs. Sinon incroyable.",fr,Apple Store
Très bon jeu et combat intuitif et chill tout ce qu’il faut..,fr,Apple Store
"Enfin un jeu duel Pokemon digne de ce nom, mais malheureusement il manque énormément de cartes + modes de jeux. Les créateurs svp faites tout les pokedex et beaucoup plus de booster. Les decks seront plus variés on rencontre souvent les mêmes cartes.. et les doublons en 2semaines de jeux c’est insupportable.",fr,Apple Store
"Si vous êtes chanceux, vous gagnerez et progresserez. Les autres, n’y comptez pas ! Je ne tombe que contre des dresseurs beaucoup plus fort que moi en multijoueur et malgré que je me batte, rien à faire. Je ne peux même pas progresser étant donné que lorsque vous perdez un combat vous gagnez… bah rien du tout. Résultats: vous êtes bloqué pendant que les autres joueurs progressent facilement après avoir packé des sulfura, dracaufeu, articodin et autre cartes complètement abusés… pitié, changez le fait de ne rien gagner en perdant..",fr,Apple Store
"Le jeu est super dommage qu’il soit gâché par le mode de jeu « combat »!
Effectivement dans la plupart des decks le jeu est basé sur la chance et non le skill du joueur… les jeté de pièce sont trop fréquent et rende la plupart des combat ruiné",fr,Apple Store
"Très bon jeux. Perso j’adore collectionner les cartes et tout ça m’as conquise mais il y a quand même quelque truc à revoir genre un peu plus de quête ou on pourrait gagner des sablier, des défi qui nous ferai gagner un certain nombres de sablier parce que franchement j’en ai marre de la poudrée d’éclat qui sert à rien. Ça donnerai plus d’objectif pour les joueur. À part c’est quelque trucs super jeux mais faut vraiment revoir ça sinon ça va devenir très ennuyant",fr,Apple Store
"Un aspect collection beaucoup plus travaillé qu’avant, le jeux est aussi plus beau et plus équilibré et le système de progression permet de faire beaucoup plus de choses gratuitement",fr,Apple Store
"Le jeux en lui même est excellent bon il a 2-3 beug à corriger mais il est très bien juste j’ai un problème sur les cartes là limites est à 2 je comprend mais pour évoli on pourrait pas l’augmenter pour pouvoir se faire un deck full evoli évolution,
Merci d’avance ✌🏻",fr,Apple Store
"Le jeu est bien conçu, avec des systèmes de pioche etc qui permettent l’obtention de jolies cartes, cependant je regrette l’absence de plus de missions, avec de meilleures récompenses, surtout lorsqu’on a le pass premium..",fr,Apple Store
"Le jeu me rend si nostalgique rien qu’en ouvrant les packs booster comme en primaire avec les amis, rien que de pouvoir tourner les cartes voir ces petites paillettes dessus me fait bien kiffer !  (Oui c’est assez simpliste.) 

Un grand merci à vous ! 🫶",fr,Apple Store
"Enfin le jeu est sorti. Simple à comprendre et très bien réalisé, j’ai l’impression de retourner 10 ans en arrière avec les vrai cartes.
Je recommande",fr,Apple Store
"Malgré le manque de dynamisme des combats, le jeu propose une expérience TCG Pokémon sympathique. Bien qu’on voudrait tous ouvrir un max de booster, le fait de limiter les ouvertures ses derniers est finalement une bonne idée pour la pérennité du jeu. 

Par contre, ouvrez l’option pour les échanges 😭",fr,Apple Store
"Le jeu est correct, il y a quelques correctifs de design à revoir mais dans l’ensemble c’est très bien. 
J’avais une suggestion qui pourrait être pas mal concernant les combats JcJ, l’ajout d’un onglet « emoji » avec des émotions particulières (tristesse, joie, colère…) cela pourrait pimenter le combat.",fr,Apple Store
"Le jeux est bien, le système de collection pas mal, je game vraiment bon (beaucoup plus que tcg live). Cependant le jeux manque cruellement de contenu. En effet, il y a peux de combats contre l’ordi et pas de challenge particulier. Concernant les combats en ligne, le problème c’est les récompenses ! Seulement de l’XP… rien d’alléchant pour motiver le joueur. Je finirais sur la boutique qui limite l’achat de contenu pour ouvrir des packs… C’est dommage car le jeux a un très bon potentiel mais bien exploité.",fr,Apple Store
Je ne pensais pas me plaire autant en jouant à ce jeu mais les cartes sont magnifiques et les pioche miracles sont incroyable,fr,Apple Store
Jeux très bien mais le fait d’avoir juste 2 booster par jour et 4 sabliers pour les missions du jour fait que le jeu est vite lassant. Il faudrait mettre des mission pour avoir plus de sablier car là il n’y a aucun autre moyen d’ouvrir des booster. Et personnellement ça me rend fou de rien avoir dans mes booster et de voir les autres avoir que des trucs bien mais bon c’est le but du hasard après tout. Donc mettez juste en place des missions pour des sabliers et les échanges svp.,fr,Apple Store
"L’aléatoire dans les combats n’existent pas, que ça soit dans les choix de l’adversaire comme pour les tirages de carte sans parler des pièces.
Dommage ce jeu est tellement bien à la base",fr,Apple Store
"Aucun équilibrage des cartes/deck, les combats sont atroces",fr,Apple Store
"Ce jeu est très bien fait et vraiment addictif. Mais quel dommage que les sabliers soient aussi durs à obtenir.. Au fur et à mesure, on perd le plaisir de jouer car l’ouverture des boosters devient trop rare, et il n’y a aucun moyen d’en gagner plus rapidement à travers des missions ou des jeux. 
Les missions quotidiennes rapportent 4 sabliers, il en faut 12 pour 1 booster, soit trois jours de missions accomplies, et donc 30 jour pour 10 boosters avec 120 sabliers….
J’espère vraiment qu’une nouvelle mise à jour viendra changer ça et permettre aux joueurs d’avoir des moyens de  gagner des sabliers sans limitations.
Si ce jour venait, j’augmenterais ma note.",fr,Apple Store
Peut-on faire du multicompte pour ne pas s’ennuyer sans avoir a supprimer les données de sauvegarde ?,fr,Apple Store
J’aime bien l’idée de jouer au carte pokemon en ligne mais je trouve ça beaucoup addictif que les cartes irl,fr,Apple Store
"Points positifs : les cartes sont jolies, le jeu est stable, le gameplay est décent, bien que très simplifié et bien évidemment orienté RNG. Points négatifs : le contenu est très faible. Depuis plus d’une semaine, je n’ai absolument rien à faire à part ouvrir des packs. Et en parlant de ces packs, je vous donne une stat : en plus de 250 packs, je n’ai pas eu une seule carte de rareté 2* ou plus… Yep, je vous confirme que payer des packs dans ce jeu, c’est juste une arnaque. Pour ceux qui ne savent pas, ce sont les mêmes devs que Pokémon Masters EX, un jeu correcte mais ultra P2W, dans lequel il était impossible même en payant un peu de suivre le rythme. Quoi qu’il en soit, passé l’engouement du premier jour, je me retrouve maintenant sans contenu et je me fais voler par le jeu. Pas fou.",fr,Apple Store
"Juste collectionner les cartes et faire des « combats » avec seulement 3 pokemons ? Forcer les fans à dépenser dans du virtuel mtn ? Si vous le faites comme hearthstone , oui la c’est ok avec des cinématiques et un scénario pour les quêtes et événements. La franchement c’est fade en 5min j’ai envie de changer de jeu. Un systeme de combat II pourrait être un peu mieux, c’est facile de deviner qui va gagner le combat des le départ. Améliorez vous, arrêter de vouloir profité des fans. Bientot ils ouvriront les yeux sur les rapaces que vous êtes au lieu de garantir des sensations folle. Y’a rien avec ce jeu c’est fade pas dynamique et même lent sur certain menu….
Bougez vous les fesses !!",fr,Apple Store
"Durant mon enfance j’ai pu jouer à l’ancien JCC de pokémon. J’étais très heureux mais ça se voyait qu’il avait mal vieilli. Quand j’ai vu le jeu durant la dernière annonce nintendo, j’ai eu hâte de voir comment vous alliez améliorer et faire revivre le jeu. Je trouve que vous avez bien réussi bravo!",fr,Apple Store
"Alors le jeu est super dans l’ensemble sauf pour deux choses, déjà l’équilibrage des decks lors du matchmaking je trouve pas ça super de tomber contre un adversaire qui a dans son deck trois carte EX d’artikodin et en deuxième augmenter le taux d’obtention de sablier booster parce que ce dire d’en n’avoir sans payer.
Merci",fr,Apple Store
Super nouveauté; Cependant serait bien qu’on puisse accéder à nos cartes hors lignes.,fr,Apple Store
J’ai eu que des cartes rare MERCIIIII,fr,Apple Store
"Le retour des bonnes vieilles cartes Pokémon. Des combats hyper simplifiés pas hyper intéressant, mais le côté la collection nous donne envie de revenir tous les jours",fr,Apple Store
"Enfin un jcc réussi. Pas parfait et on sent que c’est le tout début mais c’est vraiment encourageant. L’aspect collection est réussi, les combats, bien que simplifiés, fonctionnent également. J’ai hâte de voir comment le jeu évoluera avec les futures collections",fr,Apple Store
"Dans l’ensemble, ce jeu est prometteur, mais il serait bien d’avoir un mode automatique dans les combats versus sinon super :)",fr,Apple Store
"Faut vraiment que les combats apportent des choses plus intéressante que 15points(qui servent à je ne sais quoi), c’est le serpent qui se mord la queue, je vois les gens lâcher parce que ils ont pas assez de carte intéressantes pour pouvoir jouer et laisse tomber du coup, c’est dommage",fr,Apple Store
"Ouvrir des paquets de cartes virtuelles. Bon ce n'est pas mon délire, j'espérais sincèrement pouvoir faire des combats contre d'autres joueurs avec des Pokémons ou à la limite avec les cartes, comme un jeu de cartes... Le plus dangereux c'est que notre pseudo est partagé au monde entier juste pour que des gens puissent voir ce qu'on ouvre et voler quelques cartes. (Heureusement nos cartes ne disparaissent pas)

Ne fonctionne pas en 120fps comme Pokémon go mais se limite à 30 fps ou 60 fps...",fr,Apple Store
"J’aime bien le système d’ouverture ect … mais je suis désoler les combat en mode solo sont 100 % scripter , le lancer de pièce est scripter donc bon le seul truc qui est bien c’est l’ouverture de carte",fr,Apple Store
Pokémon votre jeu est incroyable je tente le tout pour le tout parce que j’ai jamais eu de chance dans votre jeu pourtant je fais tout pour en avoir. À part ça le jeu est complet et vraiment bien mais s’il vous plaît Pokémon je vous met 5 étoile maintenant à vous d’en mettre dans mon jeu. Merci,fr,Apple Store
Le jeu est super quand on commence à jouer on a des sablier booster à gogo mais après 2 ou 3 semaines de jeu on en a très peu (4 par jours ) et pour avoir des sabliers en plus il faut gagner des niveaux…et il ne faut pas compter sur les combats très peu d’xp quand on gagne un combat .,fr,Apple Store
Autant certain match j’ai vraiment apprécié tu tombe sur des bon joueurs quand la rng est viable des 2 côté ça donne des beau match mais quand la rng est éclaté ça donne lieu à des combat complètement inégaux c’est vraiment a revoir de plus les deck c’est toujours les meme merci la carte ondine ou le fenard a 80 de dégât pour 2 énergie va vraiment falloir revoir la rng des carte et le nerf de certaines tout les type ont un possible t2 viable sauf psy qui faut mini t3,fr,Apple Store
Le jeux et complètement magique que se sois pour la collection de carte qui son totalement incroyable ou pour les combats qui son vraiment parfait je suis au ange avec se jeux. J’espère vraiment qu’il métrons la toute première séri à l’ancienne 😍😍😍,fr,Apple Store
"De bonne idée, notamment la possibilité d’ouvrir des booster gratuitement toute les 12h. Cependant le système de combat est beaucoup trop simplifié selon moi j’espère sincèrement qu’il y aura du changement à ce niveau là.",fr,Apple Store
La monte de niveaux est longue ce qui rend pénible mais on s’y fait,fr,Apple Store
"Pour l'instant je suis fan ! Il me tarde que d'autres extensions soient ajoutées (pourquoi pas avec 10 cartes dans les boosters, comme les physiques), et que les échanges arrivent !!",fr,Apple Store
Ce jeu est incroyable il faudrait juste plus de carte comme des shyni et des Gx mais le jeu est incroyableeee 🤩🥰,fr,Apple Store
"Très bon jeu mais avant de débloquer les combats,on s ennuie un peu",fr,Apple Store
"Malheureusement le jeu est vite lassant car plus on avance dans le jeu moins on ouvre de booster et on fais juste des combats c’est dommage, il faudrait faire pour ouvrir plus de booster",fr,Apple Store
"Le début est prometteur et puis on commence à rentrer dans le jeux, vers le niveau 6-7 le jeux perd de son intérêt les combat solo son impossible au delà du niveau facile sans mettre la main au portefeuille, sans parler de l’IA pour les combat auto qui est nul et qui fait toujours le choix qui fait perdre. Alors on essaye le mode en ligne et la même chose on rencontre des mec niveau 5 qui vous explose avec 1 carte et donc main au portefeuille sinon impossible de remporter le moindre combat. Pour conclure le tutoriel est sympa, après ça manque de profondeur ou alors si tu veux t’amuser c’est soit tu paye soit tu perds .",fr,Apple Store
"Génial pour les collectionneurs de cartes, le système sera sûrement améliorable dans le futur, déjà peut-on accumuler les booster et les stocker sans les ouvrir ? Si non ce serait vraiment bien, pas un énorme choix de booster et de génération, peut-être ça augmentera dans le futur ou simplement pas les droits. Il reste cool mais un peu frustrant pour deux booster en une journée, si on pourrait en ouvrir beaucoup plus on ferait vite le tour certe, mais bon, à peaufiner",fr,Apple Store
"Le jeu est top, manque peut être d’un peu plus de modes. Problème, les tirages. J’ai déjà eu des bonnes cartes mais par contre, que ce matin je prenne deux fois 10 tirages et qu’on me dise dedans j’ai rien… pas de EX ou même pas de rare un minimum… jsp vu le prix pt faites en sortes qu’on est un bon perso obligatoirement… (20 boosters et y a rien…)",fr,Apple Store
"C’est très agréable de pouvoir ouvrir 2 boosters chaque jour. On a aussi accès aux différentes chances des d’apparition des cartes dans les boosters. 

Les cartes sont magnifiques et les animations vraiment soignées. 

Pour l’instant l’aspect JCJ et JCE n’est pas très poussé mais j’ai de l’espoir, ça ne peut que s’améliorer.

Hâte de voir les prochains événements, l’event actuel (Miaouss et Leveneinard) donne accès à de nouvelles cartes avec la pioche miracle. Mais j’aurais aimé de nouveaux types de missions qui motivent à jouer. Plus de contenu JCE et du JCJ ranké s’il vous plaît !",fr,Apple Store
"Une éternité pour ouvrir des boosters, qui les trois quarts du temps, sont les mêmes cartes. Les combats, on en parle même pas. Toujours les mêmes deck des Mewtwo et Gardevoir à foison. C’est clairement chiant. Si on loose, on ne gagne meme pas un minimum d’xp. Le design des cartes est cool, mais c’est loin de tout faire !",fr,Apple Store
"Très satisfait de la qualité du jeu. 
Seul point négatif : manque d’animation sur les duels ! 
Un peu plus d’effets spéciaux sur les attaques serait encore plus ouf !",fr,Apple Store
Ça fait du bien de revenir au monde de Cartes Pokémon. Je suis impatient d’ouvrir plus de booster. J’aimerais remercier le réalisateur qui m’a fait revenir au monde des Pokémon,fr,Apple Store
"De prime abord c’est un jeu ultra addictif, mais dès le deuxième jour, quand on à fini les missions de début, bah on se fait ch**
Les combat online rapporte quasi aucun xp, une fois le combats contre les bots terminés on n’a plus grand chose à faire. 

Le jeu pourrait être incroyable mais il faudra une façon de Farmer un peu plus dynamique, deux packs par jours c’est vraiment pas fou.. mais maintenant c’est comme tous les jeu qui fonctionnent ajd, soit tu paies soit tu t’ennuies ..",fr,Apple Store
"Je trouve ça dommage qu'au premier tour des combats, lorsqu'on a la main ce soit finalement l'adversaire qui puisse commencer en mettant une énergie en premier :/",fr,Apple Store
Alors pour tous vous dire se jeu est super mais si j’aurais 1 seule chose à dire c’est que vous devez  monter le nombre de carte 286 c’est pas fous au minimum 330,fr,Apple Store
"Bonne application je jeu de cartes même si le tôt de loot est assez galère pour chopper les bonnes cartes. 
Petit soucis, je n’ai pas de son 🤔 pas de musique ou autre, avec mon AirPod j’ai le son mais rien qui sort de mon téléphone alors que tout marche avec mon iPhone.. j’attend un mise à jour pour régler le soucis 👍",fr,Apple Store
Un jeu qui ne nécessite pas de forcément de payer ce qui fait vraiment plaisir. Système de combat très intuitif et vraiment super. Je recommande,fr,Apple Store
J’ai de nouveau 10 ans 😀,fr,Apple Store
Bonjour je pense qu’il faudrait mettre de la ranked sur le système de combat pour maintenir un intérêt et donnez quelque chose qui fasse maintenir les joueurs sur le jeu,fr,Apple Store
"J’attendais ce jeu avec impatience ! Il est tellement bien, tirer des cartes est satisfaisant et les combats sont hyper sympa, ce qui peu donner l’envie de s’intéresser au TCG Pokémon ! Une réussite :) Les 5 étoiles seront méritées une fois l’échange communautaire disponible ;) Du nerf :D",fr,Apple Store
"Le principe de collectionner des cartes comme dans notre enfance est amusant au début, mais soir il faut payer pour débloquer de nouvelles cartes, soit gagner des niveau en gagnant des parties. C’est la que le jeu devient vraiment nul. Les combats ne se jouent que sur la chance, entre les attaques qui font lancés des pièces ou la chance de tiré la bonne carte rend le jeu frustrant tout le temps. Si vous aimez perdre votre temps à attendre la bonne fortune ce jeu est fait pour vous. Nitendo avait le potentiel de faire quelque chose d’énorme avec cet univers mais a décidé de faire un jeu de carte pourri.",fr,Apple Store
Le jeu est cool pour le moment belles cartes. À voir si il ne joue pas trop sur la frustration,fr,Apple Store
"J’adore ce jeu pas de prise de tête , il est simple, facile à comprendre pour la prise en main. Franchement il est top, ceux qui aiment Pokémon je vous recommande de l’essayer.. !

MAIS trop de bug répétitif dans les menus ainsi que pendant les combats (ce qui m’oblige parfois à quitter le jeu et à le relancer dans les secondes qui suivent), puis si vous pouviez trouver une solution pour que les joueurs arrêtent de faire les inactifs pendant les combats ce qui nous force à abandonner, je ne vois pas l’intérêt…",fr,Apple Store
"Le jeu est super bien, rien à redire.
Concernant le système de signalement par contre il est totalement absent et depuis quelques jours pullulent des pseudos a caractères raciste, offensant et sexuels.
Merci donc aux dev de rapidement mettre quelque chose en place pour signaler ces comptes",fr,Apple Store
Ce jeu est super pour collectionner les cartes Pokémon surtout que maintenant un booster vais minimum 25 euros j’adore à installer,fr,Apple Store
"Lors des deux dernier événement des cartes promo à, à plusieurs reprises nous avons reçu aucun booster de promo à en récompense des combats gagné, alors ce ne serait pas grave si il ne fallait pas attendre 12h pour que la vitalité se recharge, attendre 12h pour au final ne rien recevoir c’est légèrement agaçant, si ce serait possible de réglé ce bug se serait génial",fr,Apple Store
Il serait temps de faire une mise à jour pour échanger des cartes Pokémon,fr,Apple Store
